"year","exp_level","emp_type","job_title","salary","salary_curr","salary_in_usd","emp_location","remote_ratio","company_location","company_size"
2023,"SE","FT","Data Engineer",163800,"USD",163800,"US",0,"US","M"
2023,"SE","FT","Data Engineer",126000,"USD",126000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",170000,"USD",170000,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",247500,"USD",247500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",172200,"USD",172200,"US",0,"US","M"
2023,"SE","FT","Data Scientist",239748,"USD",239748,"US",0,"US","M"
2023,"SE","FT","Data Scientist",159832,"USD",159832,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",163800,"USD",163800,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",126000,"USD",126000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",128750,"USD",128750,"US",0,"US","M"
2023,"MI","FT","Data Scientist",106250,"USD",106250,"US",0,"US","M"
2023,"SE","FT","Data Engineer",252000,"USD",252000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",299500,"USD",299500,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",245100,"USD",245100,"US",0,"US","M"
2023,"MI","FT","Data Analytics Manager",155000,"USD",155000,"US",0,"US","M"
2023,"MI","FT","Data Analytics Manager",140000,"USD",140000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",167500,"USD",167500,"US",0,"US","M"
2023,"EX","FT","Data Engineer",106500,"USD",106500,"US",0,"US","M"
2023,"SE","FT","Data Architect",188500,"USD",188500,"US",100,"US","M"
2023,"SE","FT","Data Architect",117000,"USD",117000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",250000,"USD",250000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",138000,"USD",138000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","BI Analyst",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","BI Analyst",135000,"USD",135000,"US",0,"US","M"
2023,"MI","FT","Data Science Manager",104500,"USD",104500,"US",0,"US","M"
2023,"MI","FT","Data Science Manager",70000,"USD",70000,"US",0,"US","M"
2023,"MI","FT","Data Science Consultant",90000,"USD",90000,"US",0,"US","M"
2023,"MI","FT","Data Science Consultant",70000,"USD",70000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",153600,"USD",153600,"US",100,"US","M"
2023,"SE","FT","Data Engineer",106800,"USD",106800,"US",100,"US","M"
2023,"EN","FT","Data Engineer",125000,"USD",125000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",90000,"USD",90000,"US",0,"US","M"
2023,"MI","FT","Research Scientist",185000,"USD",185000,"US",100,"US","M"
2023,"MI","FT","Research Scientist",125000,"USD",125000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",127000,"USD",127000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",94000,"USD",94000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",210550,"USD",210550,"US",0,"US","M"
2023,"SE","FT","Data Scientist",153300,"USD",153300,"US",0,"US","M"
2023,"MI","FT","Data Scientist",200000,"USD",200000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",161500,"USD",161500,"US",100,"US","M"
2023,"SE","FT","Data Analyst",119500,"USD",119500,"US",100,"US","M"
2023,"SE","FT","Data Analyst",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",148750,"USD",148750,"US",0,"US","M"
2023,"SE","FT","Data Analytics Specialist",105000,"USD",105000,"US",0,"US","M"
2023,"SE","FT","Data Analytics Specialist",85000,"USD",85000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",215000,"USD",215000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",146300,"USD",146300,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",153400,"USD",153400,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",122700,"USD",122700,"US",0,"US","M"
2023,"MI","FT","Data Engineer",260000,"USD",260000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",186300,"USD",186300,"US",100,"US","M"
2023,"SE","FT","Data Scientist",123900,"USD",123900,"US",100,"US","M"
2023,"MI","FT","Research Scientist",340000,"USD",340000,"US",100,"US","M"
2023,"MI","FT","Research Scientist",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",153400,"USD",153400,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",122700,"USD",122700,"US",0,"US","M"
2023,"MI","FT","Data Engineer",250000,"USD",250000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","Data Analyst",121700,"USD",121700,"US",0,"US","M"
2023,"SE","FT","Data Analyst",153600,"USD",153600,"US",0,"US","M"
2023,"SE","FT","Data Analyst",106800,"USD",106800,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",247500,"USD",247500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",172200,"USD",172200,"US",0,"US","M"
2023,"EX","FT","Data Engineer",310000,"USD",310000,"US",100,"US","M"
2023,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",110000,"USD",110000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",149076,"USD",149076,"US",0,"US","M"
2023,"SE","FT","Data Scientist",82365,"USD",82365,"US",0,"US","M"
2023,"MI","FT","Data Engineer",146000,"USD",146000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",75000,"USD",75000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",139500,"USD",139500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",109400,"USD",109400,"US",0,"US","M"
2023,"SE","FT","Data Engineer",139500,"USD",139500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",109400,"USD",109400,"US",0,"US","M"
2023,"MI","FT","Data Engineer",149600,"USD",149600,"US",0,"US","M"
2023,"MI","FT","Data Engineer",102000,"USD",102000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",252000,"USD",252000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",85500,"USD",85500,"US",0,"US","M"
2023,"SE","FT","Data Analyst",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","Data Analyst",121700,"USD",121700,"US",0,"US","M"
2023,"EN","FT","Research Scientist",150000,"USD",150000,"US",0,"US","M"
2023,"EN","FT","Research Scientist",100000,"USD",100000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",125000,"USD",125000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",150000,"USD",150000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",97750,"USD",97750,"US",100,"US","M"
2023,"SE","FT","Data Scientist",201000,"USD",201000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",122000,"USD",122000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",252000,"USD",252000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",116990,"USD",116990,"US",100,"US","M"
2023,"MI","FT","Data Scientist",82920,"USD",82920,"US",100,"US","M"
2023,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M"
2023,"MI","FT","Machine Learning Scientist",200000,"USD",200000,"US",0,"US","S"
2023,"MI","FT","Machine Learning Scientist",125000,"USD",125000,"US",0,"US","S"
2023,"SE","FT","Data Scientist",201000,"USD",201000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",122000,"USD",122000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2023,"SE","FT","Data Manager",155000,"USD",155000,"US",0,"US","M"
2023,"SE","FT","Data Manager",140000,"USD",140000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Infrastructure Engineer",205920,"USD",205920,"US",0,"US","M"
2023,"MI","FT","Machine Learning Infrastructure Engineer",171600,"USD",171600,"US",0,"US","M"
2023,"SE","FT","Data Engineer",121500,"USD",121500,"US",100,"US","M"
2023,"SE","FT","Data Engineer",78000,"USD",78000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",154000,"USD",154000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",116000,"USD",116000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",190000,"USD",190000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",136000,"USD",136000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",180000,"USD",180000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",110000,"USD",110000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",275300,"USD",275300,"US",100,"US","M"
2023,"SE","FT","Data Scientist",183000,"USD",183000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",154000,"USD",154000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",116000,"USD",116000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",153600,"USD",153600,"US",0,"US","M"
2023,"SE","FT","Data Engineer",106800,"USD",106800,"US",0,"US","M"
2023,"EN","FT","Data Analyst",85000,"USD",85000,"US",100,"US","M"
2023,"EN","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",163800,"USD",163800,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",126000,"USD",126000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",145000,"USD",145000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",90000,"USD",90000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",85500,"USD",85500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",167500,"USD",167500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",106500,"USD",106500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",163800,"USD",163800,"US",0,"US","M"
2023,"SE","FT","Data Engineer",126000,"USD",126000,"US",0,"US","M"
2023,"MI","FT","Data Analytics Manager",155000,"USD",155000,"US",0,"US","M"
2023,"MI","FT","Data Analytics Manager",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",250000,"USD",250000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",200000,"USD",200000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",260000,"USD",260000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",186000,"USD",186000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Research Scientist",200000,"USD",200000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M"
2023,"MI","FT","Research Scientist",185000,"USD",185000,"US",0,"US","M"
2023,"MI","FT","Research Scientist",125000,"USD",125000,"US",0,"US","M"
2022,"EN","PT","Data Analyst",34320,"USD",34320,"US",100,"US","S"
2023,"SE","FT","Data Analyst",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",122000,"USD",122000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",93800,"USD",93800,"US",100,"US","M"
2023,"SE","FT","Data Analyst",165000,"USD",165000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",112000,"USD",112000,"US",100,"US","M"
2023,"EN","FT","Computer Vision Engineer",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",200000,"USD",200000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M"
2023,"SE","FT","Data Analyst",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","Data Analyst",121700,"USD",121700,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2023,"SE","FT","Data Analyst",180180,"USD",180180,"US",0,"US","M"
2023,"SE","FT","Data Analyst",106020,"USD",106020,"US",0,"US","M"
2023,"SE","FT","Data Scientist",136000,"USD",136000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",104000,"USD",104000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",110000,"USD",110000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",153400,"USD",153400,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",122700,"USD",122700,"US",0,"US","M"
2023,"EX","FT","Data Engineer",310000,"USD",310000,"US",100,"US","M"
2023,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",152380,"USD",152380,"US",0,"US","M"
2023,"SE","FT","Data Analyst",121904,"USD",121904,"US",0,"US","M"
2023,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",247500,"USD",247500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",172200,"USD",172200,"US",0,"US","M"
2023,"SE","FT","Data Architect",168400,"USD",168400,"US",0,"US","M"
2023,"SE","FT","Data Architect",105200,"USD",105200,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",128280,"USD",128280,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",106900,"USD",106900,"US",0,"US","M"
2022,"SE","FT","Lead Data Scientist",192000,"USD",192000,"US",100,"US","L"
2023,"MI","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",139500,"USD",139500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",109400,"USD",109400,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",139500,"USD",139500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",109400,"USD",109400,"US",0,"US","M"
2023,"SE","FT","Data Analyst",170500,"USD",170500,"US",100,"US","M"
2023,"SE","FT","Data Analyst",85000,"USD",85000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",65000,"USD",65000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",124740,"USD",124740,"US",0,"US","M"
2023,"SE","FT","Data Engineer",65488,"USD",65488,"US",0,"US","M"
2023,"SE","FT","Data Quality Analyst",72200,"USD",72200,"US",0,"US","M"
2023,"SE","FT","Data Quality Analyst",64980,"USD",64980,"US",0,"US","M"
2023,"SE","FT","Data Engineer",153600,"USD",153600,"US",0,"US","M"
2023,"SE","FT","Data Engineer",106800,"USD",106800,"US",0,"US","M"
2023,"SE","FT","Data Analyst",179975,"USD",179975,"US",100,"US","M"
2023,"SE","FT","Data Analyst",86466,"USD",86466,"US",100,"US","M"
2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",90000,"USD",90000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",149076,"USD",149076,"US",0,"US","M"
2023,"SE","FT","Data Scientist",82365,"USD",82365,"US",0,"US","M"
2023,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",230000,"USD",230000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",180000,"USD",180000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",153600,"USD",153600,"US",0,"US","M"
2023,"SE","FT","Data Analyst",106800,"USD",106800,"US",0,"US","M"
2023,"SE","FT","Data Manager",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Manager",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Infrastructure Engineer",205920,"USD",205920,"US",0,"US","M"
2023,"SE","FT","Machine Learning Infrastructure Engineer",171600,"USD",171600,"US",0,"US","M"
2023,"SE","FT","Data Analyst",165000,"USD",165000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",125000,"USD",125000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",265000,"USD",265000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",0,"US","M"
2023,"MI","FT","Applied Machine Learning Engineer",130000,"USD",130000,"US",0,"US","M"
2022,"EN","FT","Data Scientist",168000,"USD",168000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",85500,"USD",85500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",147100,"USD",147100,"US",0,"US","M"
2023,"SE","FT","Data Scientist",90700,"USD",90700,"US",0,"US","M"
2023,"SE","FT","Data Engineer",167580,"USD",167580,"US",0,"US","M"
2023,"SE","FT","Data Engineer",87980,"USD",87980,"US",0,"US","M"
2023,"SE","FT","Data Engineer",202000,"USD",202000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",163800,"USD",163800,"US",0,"US","M"
2023,"SE","FT","Data Engineer",126000,"USD",126000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",163800,"USD",163800,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",126000,"USD",126000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",104000,"USD",104000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",65000,"USD",65000,"US",100,"US","M"
2023,"SE","FT","Research Engineer",230000,"USD",230000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",148000,"USD",148000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",197000,"USD",197000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",106000,"USD",106000,"US",0,"US","M"
2023,"MI","FT","Deep Learning Engineer",150000,"USD",150000,"US",100,"US","M"
2023,"MI","FT","Deep Learning Engineer",100000,"USD",100000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",290000,"USD",290000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",210000,"USD",210000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",192000,"USD",192000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",172800,"USD",172800,"US",0,"US","M"
2023,"SE","FT","Data Scientist",300240,"USD",300240,"US",0,"US","M"
2023,"SE","FT","Data Scientist",200160,"USD",200160,"US",0,"US","M"
2023,"SE","FT","Data Scientist",300240,"USD",300240,"US",0,"US","M"
2023,"SE","FT","Data Scientist",200160,"USD",200160,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Manager",169000,"USD",169000,"US",0,"US","M"
2023,"SE","FT","Data Manager",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",370000,"USD",370000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",245000,"USD",245000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",110000,"USD",110000,"US",100,"US","S"
2023,"SE","FT","Data Analyst",80000,"USD",80000,"US",100,"US","S"
2023,"EN","FT","Data Analyst",55000,"USD",55000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",48000,"USD",48000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",85000,"USD",85000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",137500,"USD",137500,"US",100,"US","M"
2023,"SE","FT","Data Engineer",81500,"USD",81500,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",323300,"USD",323300,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",184700,"USD",184700,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",186000,"USD",186000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",153088,"USD",153088,"US",100,"US","M"
2023,"MI","FT","Data Infrastructure Engineer",190000,"USD",190000,"US",100,"US","M"
2023,"MI","FT","Data Infrastructure Engineer",160000,"USD",160000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",100,"US","M"
2023,"MI","FT","Data Infrastructure Engineer",190000,"USD",190000,"US",0,"US","M"
2023,"MI","FT","Data Infrastructure Engineer",183310,"USD",183310,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",240000,"USD",240000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Data Science Manager",299500,"USD",299500,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",245100,"USD",245100,"US",0,"US","M"
2023,"SE","FT","Data Engineer",144000,"USD",144000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",66000,"USD",66000,"US",100,"US","M"
2023,"MI","FT","Machine Learning Engineer",148500,"USD",148500,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",126277,"USD",126277,"US",0,"US","M"
2023,"SE","FT","Data Architect",228000,"USD",228000,"US",0,"US","M"
2023,"SE","FT","Data Architect",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Software Engineer",180000,"USD",180000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Software Engineer",90000,"USD",90000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",126500,"USD",126500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",78000,"USD",78000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",180000,"USD",180000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Software Engineer",272000,"USD",272000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Software Engineer",170000,"USD",170000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",80000,"USD",80000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",60000,"USD",60000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",259000,"USD",259000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",146000,"USD",146000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",310000,"USD",310000,"US",100,"US","M"
2023,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",142000,"USD",142000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",155000,"USD",155000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",139500,"USD",139500,"US",0,"US","M"
2023,"MI","FT","Data Engineer",140000,"USD",140000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",259000,"USD",259000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",146000,"USD",146000,"US",100,"US","M"
2023,"SE","FT","Data Science Lead",247500,"USD",247500,"US",0,"US","M"
2023,"SE","FT","Data Science Lead",172200,"USD",172200,"US",0,"US","M"
2023,"SE","FT","Data Scientist",225000,"USD",225000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"US","M"
2023,"SE","FT","Data Engineer",139500,"USD",139500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",109400,"USD",109400,"US",0,"US","M"
2023,"MI","FT","Data Engineer",125000,"USD",125000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",90000,"USD",90000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",139500,"USD",139500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",109400,"USD",109400,"US",0,"US","M"
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M"
